,urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
92,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,156169,0,6,6,0,"(0, 228, 255, 0, 0, 0)"
93,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,156175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
94,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,164173,0,6,6,0,"(0, 228, 255, 0, 0, 0)"
95,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,164179,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
96,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,172174,0,6,6,0,"(0, 228, 255, 1, 0, 0)"
97,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,172190,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
98,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,180177,0,6,6,0,"(0, 228, 255, 3, 0, 0)"
99,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,180185,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
100,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,188354,0,6,6,0,"(0, 229, 255, 3, 0, 0)"
101,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,188366,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
102,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,196173,0,6,6,0,"(0, 230, 255, 4, 0, 0)"
103,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,196182,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
104,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,204169,0,6,6,0,"(0, 229, 255, 5, 0, 0)"
105,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,204174,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
106,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,212174,0,6,6,0,"(0, 229, 255, 5, 0, 0)"
107,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,212181,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
108,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,220168,0,6,6,0,"(0, 229, 255, 6, 0, 0)"
109,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,220172,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
110,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,228170,0,6,6,0,"(0, 228, 255, 7, 0, 0)"
111,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,228175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
112,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,236168,0,6,6,0,"(0, 228, 255, 8, 0, 0)"
113,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,236171,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
114,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,244350,0,6,6,0,"(0, 226, 255, 12, 0, 0)"
115,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,244362,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
116,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,252372,0,6,6,0,"(0, 225, 255, 15, 0, 0)"
117,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,252384,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
118,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,260327,0,6,6,0,"(0, 226, 255, 17, 0, 0)"
119,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,260340,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
120,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,268389,0,6,6,0,"(0, 226, 255, 19, 0, 0)"
121,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,268402,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
122,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,276350,0,6,6,0,"(0, 229, 255, 20, 0, 0)"
123,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,276362,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
124,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,284169,0,6,6,0,"(0, 232, 255, 22, 0, 0)"
125,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,284177,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
