urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data,,,,,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,572805,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,668887,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,668914,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,772893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,772905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,868888,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,868901,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,972893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,972905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,68892,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,68904,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,172808,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,172820,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,268893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,268905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
