urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,372644,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,372654,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,374692,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,374701,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,376709,0,8,8,0,"(0, 2, 255, 0, 2, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,376718,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,378710,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,378717,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,380710,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,380717,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,382619,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,382627,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,384624,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
